27.68,31.26,38.63,48.28,57.89,64.92,67.37,63.79,55.34,44.8,35.42,29.97,29.13,31.61,33.44,30.33,21.62,11.79,6.5,6.39,7.64,7.46,6.47,6.69,9.2,14.13,20.96,29.15,38.81,48.75
29.78,32.78,38.68,46.37,53.87,59.08,60.42,56.8,49.54,40.88,33.55,29.47,28.96,30.66,31.06,27.1,19.23,11.66,8,7.6,7.27,6.16,5.95,7.75,11.81,17.77,24.89,32.7,41.43,50.13
28.99,31.77,37.39,44.68,51.75,56.62,57.74,54.39,47.7,40.09,33.99,31.14,31.65,33.74,33.86,28.9,19.7,10.99,6.98,7.1,7.53,6.6,5.85,6.93,10.42,16.09,23.24,31.31,40.51,50.26
29.31,32.35,38.41,46.15,53.6,58.69,59.82,56.14,48.83,40.51,33.78,30.67,31.38,34.12,35.02,30.49,21.06,11.59,6.95,7.03,8.02,7.64,6.97,7.78,10.85,16.1,22.95,30.87,40.02,49.19
28.88,31.81,37.92,45.86,53.62,59.05,60.43,56.85,49.44,40.88,33.84,30.47,31.05,33.88,35.06,30.81,21.41,11.72,6.88,6.95,8.03,7.67,6.84,7.41,10.26,15.4,22.25,30.27,39.59,49.02
22.74,26.78,35.34,47.1,59.61,69.96,75.73,74.81,68.02,57.34,46.32,37.74,33.01,31.73,31.15,27.35,19.16,10.5,6.14,6.23,7.23,6.7,5.39,5.35,7.71,12.59,19.55,28.02,38.1,49.15
29.17,36.46,48.73,64.44,80.37,92.87,99.24,96.11,84.92,67.47,48.99,33.95,25.84,25.49,28.4,27.88,20.95,11.64,6.17,5.91,7.05,6.64,5.43,5.56,8.05,13.02,20.02,28.5,38.55,49.06
22.3,28.59,39.68,54.49,70.08,83,90.7,90.06,82.28,68.66,53.68,40.51,31.9,28.61,27.96,25.26,18.31,10.51,6.43,6.54,7.61,7.2,5.98,5.96,8.22,12.95,19.75,28.1,38.08,48.36
20.66,27.1,38.48,54.35,71.94,87.35,97.33,98.73,91.76,77.67,61.27,47.18,38.82,35.98,35.19,31.31,22.36,12.22,6.83,6.92,8.21,7.59,6.08,6.21,8.96,14.29,21.53,30,39.72,49.37
27.46,33.99,44.95,59.18,73.85,85.46,90.95,88.02,77.16,61.09,44.48,32.38,27.62,29.77,33.53,32.04,23.12,11.88,5.74,5.78,7.13,6.63,5.47,5.97,8.95,14.36,21.59,30.05,39.82,49.88
24.92,33.98,49.27,68.69,88.21,103,111.3,111.7,103.8,87.77,67.91,48.11,32.77,25.09,24.48,25.47,21.66,13.68,7.79,6.75,7.5,6.79,5.48,5.98,9.27,15.21,22.98,31.8,41.62,51.23
49.33,53.36,58.79,71.39,87.66,102.3,114.3,118.5,113.5,101.3,86.78,68.78,51.92,39.33,32.53,28.81,24.26,17.33,10.84,8.03,8.01,8.08,8.51,10.94,15.68,22.26,29.77,37.59,45.52,51.8
30.03,37.44,49.82,65.61,81.6,94.11,100.5,97.24,85.93,68.21,49.42,33.93,25.39,24.9,28.06,27.87,21.09,11.76,6.24,6.03,7.32,6.97,5.74,5.82,8.31,13.28,20.27,28.72,38.7,49.02
30.23,37.37,49.6,65.41,81.55,94.28,100.9,97.85,86.63,68.85,49.9,34.2,25.36,24.55,27.61,27.47,20.72,11.54,6.33,6.31,7.53,7.09,5.86,6.04,8.66,13.75,20.79,29.21,39.1,49.26
27.55,30.85,37.96,47.43,56.99,64.12,66.86,63.67,55.7,45.52,36.31,30.7,29.47,31.55,33.1,29.9,21.27,11.65,6.51,6.41,7.59,7.29,6.2,6.34,8.83,13.78,20.67,28.93,38.69,49.05
29.29,32.27,38.05,45.61,52.97,58.03,59.24,55.64,48.57,40.28,33.42,29.82,29.72,31.62,31.98,27.76,19.56,11.68,7.78,7.29,7.08,6.13,5.97,7.75,11.76,17.71,24.83,32.64,41.37,50.06
29.61,32.31,37.7,44.72,51.51,56.12,57,53.52,46.83,39.36,33.47,30.89,31.67,34.03,34.36,29.5,20.23,11.33,7.12,7.1,7.51,6.57,5.75,6.78,10.25,15.92,23.09,31.18,40.39,50.15
28.31,31.05,37.09,45.2,53.31,59.19,61.1,57.9,50.72,42.06,34.7,30.81,30.84,33.35,34.59,30.7,21.64,12.03,7,6.86,7.89,7.54,6.7,7.24,10.06,15.18,22.04,30.08,39.45,48.97
23.11,27.01,35.24,46.53,58.55,68.5,74.04,73.18,66.73,56.58,46.11,37.91,33.39,32.24,31.76,27.89,19.51,10.69,6.27,6.4,7.52,7.16,6,6.05,8.42,13.26,20.14,28.48,38.4,48.86
22.95,29.06,39.76,54.06,69.11,81.53,88.8,87.95,80.15,66.76,52.08,39.28,31.08,28.4,28.39,25.96,18.81,10.66,6.45,6.61,7.71,7.28,6.11,6.24,8.68,13.55,20.4,28.71,38.57,48.67
23.5,29.88,41.34,57.12,74.29,88.99,98.1,98.38,90.29,75.3,58.35,44.05,35.77,33.43,33.46,30.47,22.03,12.06,6.8,7.06,8.32,7.5,5.87,6.05,8.97,14.48,21.86,30.4,40.15,49.95
29.01,35.71,46.89,61.26,75.88,87.25,92.37,88.89,77.48,60.9,43.97,31.71,26.92,29.06,32.81,31.34,22.48,11.55,5.86,6.07,7.29,6.63,5.44,6.06,9.21,14.78,22.11,30.59,40.32,50.32
30.75,37.52,49.58,65.35,81.6,94.5,101.4,98.42,87.21,69.28,50.05,34.09,25.05,24.22,27.52,27.72,21.02,11.68,6.39,6.42,7.7,7.3,6.15,6.46,9.19,14.35,21.4,29.76,39.5,49.33
21.42,28.74,41.78,59.39,78.18,94,104.3,106.2,100.3,86.48,68.7,50.25,35.28,27.17,25.86,26.76,23.33,15,8.08,6.34,7.19,6.87,5.7,6.13,9.24,15,22.65,31.41,41.23,51.09
24.25,30.72,42.88,59.52,77.38,92.45,101.7,101.6,92.98,77.08,59.15,43.74,34.41,31.46,31.59,29.28,21.55,11.98,6.85,7.18,8.46,7.63,6,6.24,9.27,14.9,22.35,30.9,40.6,50.22
25.2,31.87,44.21,60.79,78.31,92.86,101.6,101.2,92.62,76.92,59.24,43.83,34.13,30.61,30.31,27.98,20.63,11.71,7.08,7.43,8.49,7.55,6,6.36,9.53,15.27,22.79,31.36,41.02,50.58
28.15,34.9,46.49,61.36,76.57,88.79,95.45,94.22,85.66,71.25,55.28,41.58,33.07,30.11,29.95,27.71,20.63,12.02,7.39,7.39,8.27,7.5,6.2,6.67,9.85,15.59,23.1,31.65,41.29,50.69
24,32.62,47.59,66.89,86.52,101.2,109.3,111,104.4,89.51,70.01,49.94,33.68,25.27,24.21,25.21,21.72,13.9,7.93,6.83,7.46,6.66,5.26,5.65,8.82,14.71,22.54,31.47,41.44,51.48
20.98,27.87,40.59,58.07,76.92,92.9,103.6,106.1,101.2,88.27,71.2,52.87,37.32,28.16,25.86,26.4,23.25,15.36,8.53,6.61,7.29,6.93,5.71,6.06,9.09,14.79,22.42,31.19,41.04,50.93
52.12,54.72,61.32,74.3,91.07,107.5,121,126.3,122.3,109.1,90.5,68.64,48.96,35.95,30.74,29.47,26.17,18.34,10.55,7.65,8.25,8.73,9.34,11.85,16.74,23.37,30.69,38.07,45.45,51.76
22.67,29.84,43.04,60.4,78.22,91.79,98.9,101.7,97.3,85.97,69.82,52.29,37.76,28.99,26.94,27.62,25.04,17.54,9.99,6.72,6.45,5.85,4.71,4.91,7.59,13.06,20.85,30.14,40.75,51.94
20.75,28.51,42.58,60.95,79.72,94.04,101.8,105,100.7,88.97,72.36,54.22,38.52,28.87,26.02,26.23,23.52,16.35,9.46,6.7,6.5,5.78,4.59,4.88,7.73,13.38,21.27,30.55,41.08,52.15
21.6,29.52,43.6,61.84,80.38,94.36,101.9,104.7,99.96,87.93,71.13,53.06,37.59,28.56,26.21,26.41,23.16,15.55,8.82,6.65,6.83,6.07,4.71,4.96,7.9,13.66,21.59,30.82,41.23,52.09
22.11,30.19,44.57,63.26,82.31,96.67,104.4,107,101.8,88.95,71.23,52.33,36.34,27.38,25.47,26.02,22.74,15.01,8.46,6.63,6.96,6.22,4.92,5.28,8.31,14.1,21.96,31.06,41.29,51.82
22.38,30.85,45.75,65.09,84.83,99.67,107.8,110.2,104.4,90.55,71.74,51.88,35.3,26.27,24.66,25.47,22.11,14.29,8,6.62,7.17,6.37,4.94,5.27,8.37,14.23,22.11,31.15,41.3,51.8
46,47.87,54.62,66.86,82.11,97.08,108.9,113.2,109.4,97.48,80.54,60.93,43.55,32.8,29.17,28.69,25.62,17.92,10.2,7.03,7.14,7.41,7.96,10.34,15.12,21.82,29.52,37.52,45.64,53.11
22.77,29.84,42.97,60.37,78.29,91.79,98.79,101.7,97.56,86.39,70.2,52.47,37.76,28.91,27.12,28.38,26.39,18.96,10.78,6.84,6.37,5.96,5.03,5.25,7.77,13.01,20.6,29.8,40.41,51.52
48.01,49.3,56.42,69.53,85.87,101.6,114,118.2,113.5,100.2,81.47,60.32,42.1,31.41,28.46,28.72,25.83,17.77,9.84,6.87,7.07,7.13,7.63,10.28,15.43,22.42,30.17,38,45.87,53.56
22.21,29.3,42.76,60.73,79.21,92.46,99.8,103.1,99.64,88.76,72.54,54.41,38.87,29.14,26.72,28.02,26.64,19.78,11.51,7.12,6.39,6.06,5.35,5.64,8.07,13.12,20.53,29.61,40.16,51.05
41.98,41.57,46.81,58.36,70.33,82.65,93.46,96.42,95.14,87.03,75.16,59.96,44.83,34.32,29.37,27.73,24.89,18.52,11.45,7.55,7.11,7.69,8.35,10.13,14.05,20.11,27.72,36.24,45.05,51.6
24.15,29.96,40.33,54.26,68.92,80.92,87.8,86.59,78.54,65.05,50.4,37.8,30.05,28.16,29.05,27.1,19.78,11.11,6.61,6.81,8.02,7.67,6.55,6.75,9.29,14.23,21.1,29.34,39.04,48.68
26.19,29.27,36.15,45.51,55.14,62.57,65.85,63.46,56.47,47.09,38.37,32.65,30.79,31.93,32.74,29.26,20.77,11.54,6.64,6.46,7.49,7.16,6.15,6.42,9.02,14.02,20.92,29.17,38.89,49.16
29.51,32.41,37.93,45.22,52.34,57.25,58.49,55.19,48.63,40.88,34.45,30.99,30.74,32.3,32.39,28.13,19.97,12.03,7.99,7.45,7.31,6.35,6.03,7.68,11.64,17.58,24.72,32.54,41.25,49.9
28.77,31.36,36.62,43.73,50.77,55.74,57.06,53.99,47.64,40.3,34.38,31.62,32.19,34.44,34.84,30.16,20.96,11.83,7.26,7.06,7.48,6.55,5.7,6.73,10.23,15.94,23.12,31.2,40.37,50.06
28.42,30.92,36.72,44.71,52.83,58.86,61.07,58.2,51.39,42.89,35.47,31.24,30.77,32.88,34.04,30.43,21.73,12.3,7.21,6.91,7.86,7.44,6.49,6.95,9.77,14.93,21.85,29.96,39.39,49.13
23.52,27.32,35.21,45.99,57.42,66.8,71.91,70.93,64.69,55.05,45.18,37.46,33.28,32.45,32.24,28.39,19.8,10.74,6.24,6.35,7.42,6.99,5.89,6.12,8.68,13.68,20.63,28.98,38.84,49.33
29.82,36.32,47.65,62.33,77.31,89.01,94.45,91.03,79.56,62.61,45.14,32.17,26.65,28.25,31.83,30.53,21.93,11.27,5.87,6.28,7.48,6.66,5.35,6,9.31,15.04,22.48,31,40.7,50.73
30.25,36.57,48.66,64.85,81.78,95.47,103.2,100.8,89.76,71.54,51.67,34.86,25.05,23.76,27.13,27.71,21.23,11.84,6.53,6.63,7.94,7.54,6.38,6.72,9.49,14.7,21.75,30.07,39.73,49.41
25.73,31.1,41.09,54.74,69.18,81.01,87.75,86.3,77.89,63.99,48.84,35.89,28.14,26.93,29.02,28.14,21.06,11.85,6.78,6.82,8.09,7.79,6.71,6.97,9.6,14.64,21.56,29.78,39.39,48.9
20.68,24.61,32.93,45.22,59.31,72.05,80.9,83.57,80.32,71.62,59.95,47.89,38.31,33.46,32.82,32.53,27.63,17.81,9.43,6.7,7.5,7.58,6.26,6.05,8.57,13.93,21.42,30.18,40.11,50.21
29.81,35.95,47.28,62.19,77.56,89.77,95.86,93.04,82.13,65.33,47.59,33.74,27.02,27.51,30.54,29.43,21.36,11.21,6.06,6.53,7.76,6.91,5.52,6.1,9.41,15.2,22.69,31.23,40.9,50.85
29.44,35.49,46.68,61.37,76.49,88.54,94.64,92.21,81.98,65.94,48.76,34.97,27.85,27.72,30.28,29.12,21.33,11.42,6.33,6.78,8.06,7.32,5.93,6.47,9.75,15.52,23,31.49,41.08,50.67
20.64,26.99,39.35,56.5,75.1,90.9,101.5,104.5,100.5,88.66,72.59,54.91,39.43,29.84,26.91,26.98,23.79,16.01,9.05,6.92,7.52,7.23,6.02,6.24,9.08,14.6,22.14,30.89,40.77,50.46
21.71,25.1,33.17,45.02,58.5,70.61,78.98,81.53,78.64,70.7,59.94,48.58,39.16,33.91,32.69,32.17,27.54,18.1,9.71,6.75,7.45,7.66,6.46,6.22,8.63,13.87,21.29,30.03,39.98,49.98
56.98,58.69,64.99,77.35,93.4,109.4,122.4,127.1,122.5,108.1,87.51,64.36,44.6,33.01,29.86,30.32,27.41,18.68,10.14,7.18,7.79,8.24,9.1,12.06,17.41,24.32,31.63,38.71,45.68,52.06
52.07,52.29,59.12,71.92,87.99,103.5,115.6,119.4,114.2,100,79.98,58.12,40,30.13,28.06,28.81,25.71,17.08,9.12,6.54,6.74,6.55,7.22,10.32,15.94,23.23,31.01,38.6,46.14,53.93
21.94,26.25,36.74,51.96,68.85,83.51,93.46,97,94.6,85.48,72.23,57.05,43.36,34.26,30.86,30.3,27.18,19.27,10.99,7.27,7.38,7.43,6.28,5.96,8.09,13.06,20.43,29.41,39.77,49.98
22.63,26.9,37.13,52.01,68.53,82.81,92.39,95.72,93.22,84.16,70.96,55.91,42.51,33.91,31.17,31.29,28.63,20.65,11.73,7.33,7.23,7.37,6.3,5.95,7.97,12.82,20.12,29.11,39.55,49.91
21.83,26.13,36.73,52.01,68.88,83.48,93.34,96.77,94.24,85,71.68,56.5,42.72,33.56,30.01,29.26,25.97,18.24,10.53,7.26,7.32,7.14,5.95,5.84,8.25,13.45,20.93,29.89,40.13,50.32
20.79,25.97,37.31,53.34,70.83,85.8,95.87,99.16,96.26,86.34,72.35,56.55,42.33,33.04,29.65,29.03,25.58,17.66,10.13,7.29,7.63,7.42,6.13,6.03,8.54,13.83,21.33,30.21,40.32,50.2
20.82,26.52,38.29,54.74,72.62,87.81,97.94,100.9,97.41,86.59,71.61,54.94,40.14,30.84,27.89,27.85,24.71,16.94,9.67,7.1,7.51,7.29,6.13,6.27,8.97,14.36,21.84,30.61,40.56,50.22
39.55,41.05,48.13,60.55,75.33,89.97,101.6,105.8,103,92.73,77.24,58.7,41.83,31.37,28.16,28.47,26.41,19.42,11.62,7.77,7.67,8.36,8.97,10.85,14.99,21.22,28.77,36.96,45.34,52.14
38.12,40.02,48.24,62.32,79.19,95.42,108,112.5,108.7,96.45,78.58,58.14,40.39,29.96,27.35,28.29,26.3,18.93,11.06,7.52,7.5,7.96,8.56,10.82,15.47,22.09,29.73,37.69,45.77,52.98
23.23,27.19,37.23,51.98,68.41,82.5,91.93,95.23,92.78,83.8,70.65,55.6,42.14,33.56,31.01,31.61,29.55,21.86,12.63,7.62,7.16,7.34,6.45,6.12,8.01,12.67,19.82,28.75,39.24,49.61
36.12,38.09,47.39,63.35,82.47,100.6,114.8,120.1,116.4,102.8,83.08,60.84,41.63,29.97,26.52,27.13,25,17.63,10.13,7.17,7.37,7.65,8.22,10.78,15.87,22.81,30.51,38.27,46.08,53.52
21.74,29.11,43.18,61.79,80.67,93.45,102.4,105.5,102,90.74,74.31,55.92,39.54,29.15,26.14,27.46,26.65,20.4,12.19,7.39,6.32,5.97,5.41,5.76,8.15,13.09,20.39,29.42,40,50.9
23.56,27.14,37.09,51.85,68.29,82.21,91.54,94.82,92.34,83.4,70.34,55.42,42.05,33.65,31.38,32.41,30.83,23.21,13.36,7.53,6.81,7.17,6.42,5.99,7.71,12.23,19.31,28.28,38.9,49.64
23.44,27.59,35.86,46.73,57.55,64.69,70.48,72.94,72.11,67.7,61.78,54.99,49.01,44.09,40.19,36.4,31.45,24.5,16.78,10.88,7.92,6.8,6.21,6.37,8.35,12.81,19.78,28.8,39.52,50.03
21.9,27.86,38.78,52.7,66.25,74.87,81.7,83.81,81.52,74.13,64.36,53.41,43.97,37.47,34.26,32.67,29.78,23.64,15.87,10.04,7.5,6.7,6.17,6.26,8.13,12.49,19.4,28.39,39.14,49.58
21.33,27.98,39.99,55.25,70.08,79.33,86.72,88.82,86.06,77.46,65.98,53.16,42.18,35,32.09,31.39,29.22,23.22,15.31,9.55,7.26,6.55,5.95,5.99,7.88,12.31,19.28,28.3,39.07,49.75
20.98,28.1,40.92,57.19,72.99,82.81,90.73,92.99,90.08,80.74,68.05,53.8,41.49,33.46,30.38,30.04,28.33,22.6,14.93,9.46,7.32,6.69,6.23,6.4,8.31,12.69,19.54,28.42,39.03,49.27
20.39,28,41.75,59.28,76.36,87.09,95.78,98.32,95.35,85.18,71.13,55.21,41.24,32.04,28.65,28.75,27.66,22.27,14.71,9.3,7.22,6.65,6.41,6.84,8.9,13.32,20.11,28.84,39.24,48.99
20.77,28.65,42.98,61.28,79.18,90.51,99.57,102.2,99.13,88.28,73.14,55.95,40.76,30.84,27.43,28.01,27.23,21.73,13.98,8.66,6.79,6.29,6.11,6.72,9.02,13.65,20.56,29.31,39.66,49.51
21.42,29.28,43.82,62.57,81.18,93.01,102.2,104.9,101.7,90.32,74.26,56.07,39.9,29.52,26.35,27.61,27.13,21.38,13.31,8.12,6.63,6.28,5.99,6.49,8.83,13.59,20.65,29.47,39.87,49.97
43.66,44.19,49.72,59.06,69.58,79.92,88.27,90.55,87.86,79.87,67.77,52.44,38.08,29.34,27.06,27.96,26.51,20.03,11.92,6.93,6.33,7.47,8.43,10.2,14.1,20.21,27.92,36.55,45.41,52.16
22.51,27.54,37.18,49.63,61.9,69.99,76.29,78.54,76.91,70.96,63.12,54.27,46.49,40.6,36.79,33.96,30.05,23.75,16.3,10.56,7.77,6.76,6.23,6.4,8.32,12.69,19.59,28.57,39.29,49.67
25.36,28.89,36.01,45.36,54.59,59.94,64.96,66.94,66.18,62.64,58.09,53.02,48.71,45.1,41.71,37.76,32.49,25.32,17.39,11.16,7.83,6.55,6.05,6.36,8.44,12.95,19.94,28.97,39.69,50.38
49.35,48.98,51.9,58.52,64.78,69.75,77.65,78.98,78.49,73.6,67.72,56.36,43.26,32.99,28.21,26.88,24.93,19.55,12.66,7.79,6.6,7.31,7.89,9.13,12.51,18.25,25.99,35.15,44.75,50.72
24.02,27.79,35.41,45.75,56.57,65.24,69.68,68.29,62.04,52.76,43.47,36.38,32.78,32.52,32.82,29.17,20.41,11.01,6.25,6.25,7.26,6.82,5.77,6.16,8.94,14.12,21.18,29.54,39.33,49.77
25.83,28.76,35.34,44.31,53.54,60.64,63.8,61.66,55.28,46.7,38.76,33.54,31.82,32.79,33.33,29.59,20.93,11.62,6.67,6.43,7.39,6.96,5.87,6.13,8.79,13.9,20.91,29.23,39.02,49.59
30.45,33.3,38.57,45.62,52.52,57.35,58.68,55.72,49.58,42.19,35.84,32.14,31.39,32.46,32.47,28.56,20.73,12.72,8.36,7.68,7.75,6.94,6.47,7.88,11.63,17.43,24.51,32.31,40.98,49.49
